Education,Marital_Status,Income,Recency,Wine,Fruit,Meat,Fish,Sweet,Gold,Age,Spent,Living_With,Children,Total_Purchases,Total_Campaign,Cluster
2,4,48526.0,32,23,17,23,43,20,9,45,112,0,1,8,0,0
2,3,46734.0,40,110,5,137,26,23,29,70,193,1,1,14,0,1
2,2,39552.0,54,165,3,147,4,24,41,62,237,0,2,20,0,0
2,4,86358.0,78,957,47,494,82,47,95,58,1228,0,2,18,0,2
2,5,46931.0,94,41,0,17,3,1,16,47,61,1,3,7,0,1
1,4,16581.0,51,1,3,4,2,3,11,39,20,0,0,4,0,0
0,2,63998.0,42,176,29,818,0,33,112,72,350,0,0,25,0,2
3,3,67381.0,67,815,8,53,11,0,70,73,904,1,1,17,1,3
2,4,25930.0,87,6,1,2,2,0,4,57,13,0,2,4,0,0
2,3,42693.0,29,8,4,20,6,3,16,46,37,1,1,5,0,1
2,5,85606.0,89,717,42,864,219,30,84,48,1092,1,1,24,1,3
2,4,72903.0,74,1067,138,750,0,19,39,39,1263,0,0,21,3,2
0,5,49669.0,97,166,5,107,11,8,29,50,219,1,1,14,0,1
4,3,36778.0,63,29,4,34,2,4,4,56,43,1,2,9,0,1
4,2,85696.0,88,714,76,395,116,0,12,62,918,0,0,20,0,2
3,2,10979.0,34,8,4,10,2,2,4,35,20,0,0,8,0,0
2,3,49678.0,81,229,5,56,3,2,20,63,259,1,1,14,0,1
3,5,56129.0,65,320,48,133,39,72,48,71,527,1,1,22,0,3
2,3,37155.0,51,23,0,26,7,15,3,35,48,1,1,7,0,1
0,2,21282.0,76,1,5,8,4,8,20,46,38,0,1,7,0,0
4,4,33419.0,76,56,0,12,0,0,18,62,74,0,1,8,0,0
2,6,63285.0,84,508,124,249,50,38,134,79,854,0,0,25,0,2
3,5,21255.0,56,29,0,25,2,2,3,50,36,1,1,11,0,1
2,5,42162.0,31,46,7,59,2,4,27,43,86,1,1,9,1,1
2,5,54450.0,0,454,0,171,8,19,32,68,513,1,2,31,0,1
4,3,57744.0,91,350,3,39,0,0,19,70,372,1,1,16,0,1
2,4,26576.0,40,10,0,8,0,0,9,38,19,0,1,4,1,0
4,6,57513.0,59,735,40,183,52,20,30,81,877,0,0,27,0,2
2,5,68142.0,96,897,126,196,91,112,37,60,1263,1,1,24,0,3
2,3,7500.0,61,5,2,3,3,0,5,45,15,1,1,4,0,1
2,5,83145.0,14,777,35,731,39,137,114,50,1102,1,0,26,1,3
3,3,54197.0,16,162,6,37,6,13,13,64,200,1,1,12,0,1
4,4,23091.0,98,35,0,11,0,0,2,61,37,0,2,10,0,0
2,3,46049.0,11,342,9,112,19,14,19,48,403,1,2,26,0,1
2,5,56715.0,52,258,105,239,237,172,9,50,781,1,0,15,0,3
2,3,79410.0,19,658,80,483,123,13,13,63,887,1,0,11,0,3
2,3,57304.0,61,356,80,329,138,17,106,73,697,1,1,25,0,3
2,3,44375.0,73,213,5,28,7,7,41,59,273,1,1,12,0,1
2,5,54450.0,0,454,0,171,8,19,32,68,513,1,2,31,0,1
2,3,59594.0,74,457,4,29,0,0,9,59,470,1,1,17,1,1
2,5,80685.0,55,241,45,604,34,26,54,30,400,1,0,21,0,3
4,3,40344.0,48,210,0,6,0,0,2,50,212,1,1,12,0,1
2,3,62710.0,53,441,35,83,7,29,11,52,523,1,1,22,0,1
0,3,48985.0,13,19,13,18,10,7,8,56,57,1,1,6,0,1
2,5,35322.0,34,28,9,37,12,7,13,56,69,1,3,9,0,1
2,3,77142.0,54,476,75,162,29,151,97,76,828,1,0,17,0,3
2,4,81657.0,69,364,40,425,158,60,50,55,672,0,0,16,0,2
1,3,14421.0,81,0,0,2,3,3,8,28,14,1,0,4,1,1
0,3,20130.0,99,0,6,3,7,6,12,50,31,1,0,5,0,1
4,3,74214.0,3,863,83,547,86,99,33,34,1164,1,0,16,0,3
3,3,66726.0,61,349,7,35,0,0,47,67,403,1,2,17,1,1
1,5,23724.0,65,5,23,15,0,18,14,45,60,1,1,7,0,1
3,3,47353.0,93,184,2,19,8,8,4,64,206,1,1,13,0,1
3,3,33444.0,24,8,0,8,0,0,2,72,10,1,2,4,0,1
2,3,54386.0,8,277,21,64,62,21,25,43,406,1,1,17,0,1
2,2,28510.0,72,44,5,19,0,4,19,43,72,0,2,9,0,0
3,4,90638.0,29,1156,120,915,94,144,96,33,1610,0,0,18,1,2
2,5,48070.0,33,373,14,83,6,9,19,74,421,1,1,19,0,1
2,3,43140.0,68,134,8,76,6,0,11,67,159,1,1,11,0,1
4,2,54959.0,55,1148,0,60,0,0,24,63,1172,0,1,21,1,2
1,4,15056.0,76,6,12,3,21,6,40,66,85,0,2,12,0,0
2,4,26954.0,17,4,1,11,0,0,1,53,6,0,1,4,0,0
2,4,22327.0,94,5,4,8,2,0,5,39,16,0,1,5,0,0
2,3,44393.0,86,24,2,20,2,2,10,59,40,1,2,7,0,1
4,4,62000.0,25,899,0,101,0,0,20,72,919,0,1,26,1,2
4,5,31497.0,22,108,1,28,13,1,4,62,127,1,1,10,0,1
0,3,45894.0,15,27,2,7,0,2,13,50,44,1,2,5,0,1
3,2,78579.0,35,816,66,549,216,66,99,54,1263,0,0,16,0,2
3,6,67369.0,81,1298,0,70,37,14,42,55,1391,0,1,25,2,2
2,2,58401.0,55,10,0,11,17,29,29,64,85,0,1,6,0,0
2,4,62307.0,94,87,13,34,10,6,10,72,126,0,1,9,0,0
3,3,43641.0,50,57,2,51,4,2,23,55,88,1,2,10,0,1
3,2,63841.0,64,635,15,100,20,7,131,56,808,0,1,22,0,2
0,3,46891.0,91,43,12,23,29,15,61,59,160,1,1,8,0,1
3,3,70091.0,11,964,34,137,15,0,11,55,1024,1,1,19,1,3
4,3,78075.0,72,572,8,259,34,35,80,52,729,1,0,14,0,3
0,6,59184.0,6,341,142,113,259,151,66,63,959,0,1,27,0,2
2,3,54809.0,0,63,6,57,13,13,22,47,117,1,2,12,0,1
2,3,58113.0,66,221,104,169,102,78,84,65,589,1,1,22,0,3
3,3,51412.0,42,140,3,29,4,5,14,66,166,1,1,11,0,1
2,2,15287.0,60,1,2,8,4,3,13,45,23,0,1,6,1,0
3,5,66636.0,64,291,10,689,84,10,0,67,395,1,0,17,0,3
3,3,50965.0,87,544,13,85,8,6,29,68,600,1,1,22,1,3
4,3,84618.0,96,684,100,801,21,66,0,59,871,1,0,26,1,3
2,3,18351.0,1,1,12,9,0,14,7,34,34,1,0,6,0,1
4,5,40451.0,54,35,0,4,0,0,10,67,45,1,2,5,1,1
2,5,36317.0,53,87,3,25,3,2,13,59,108,1,1,9,0,1
2,5,42213.0,96,309,3,24,4,3,20,67,339,1,1,15,1,1
2,5,65748.0,58,172,73,93,95,78,34,69,452,1,1,18,0,3
2,5,77044.0,12,625,38,242,50,34,76,52,823,1,1,31,1,3
2,5,74918.0,78,972,59,913,25,19,59,55,1134,1,0,21,1,3
2,3,56721.0,64,157,6,39,6,13,75,52,257,1,2,15,0,1
2,4,42160.0,26,48,9,45,3,15,20,49,95,0,2,11,0,0
2,4,61559.0,8,279,83,88,32,14,34,59,442,0,1,17,0,0
4,5,33629.0,49,132,0,16,0,0,4,61,136,1,2,13,0,1
4,5,68682.0,56,919,0,505,99,30,45,33,1093,1,0,24,0,3
2,4,34377.0,55,62,0,22,3,1,26,61,92,0,1,8,0,0
1,4,8940.0,25,1,45,3,4,6,42,38,98,0,1,10,0,0
2,3,26228.0,50,2,6,4,3,1,9,51,21,1,1,4,0,1
0,2,77297.0,84,408,61,109,48,122,41,67,680,0,0,22,1,2
2,3,40211.0,30,51,1,7,2,1,25,43,80,1,2,7,1,1
4,6,33438.0,81,62,1,16,3,2,6,66,74,0,2,11,0,0
4,3,75032.0,74,952,12,180,47,12,12,65,1035,1,1,20,0,3
4,4,61284.0,76,618,15,106,20,7,45,69,705,0,0,22,1,2
2,3,22518.0,36,11,7,12,2,2,27,38,49,1,1,7,1,1
3,3,54730.0,64,318,3,17,4,7,56,49,388,1,1,18,0,1
3,3,38452.0,62,56,0,14,0,0,2,69,58,1,2,9,0,1
2,2,44421.0,53,110,5,59,7,1,7,53,130,0,2,14,0,0
4,5,38197.0,86,23,0,11,2,1,3,38,29,1,1,5,0,1
2,2,41986.0,15,27,5,8,8,3,12,46,55,0,1,10,0,0
2,5,28427.0,67,18,3,19,3,3,6,41,33,1,1,7,0,1
4,5,37395.0,47,18,0,9,0,1,11,48,30,1,1,5,0,1
2,3,64722.0,47,303,0,280,60,147,15,53,525,1,1,25,0,3
3,5,55249.0,81,97,1,19,2,0,11,68,111,1,1,8,0,1
2,5,84906.0,98,997,15,414,99,30,76,52,1217,1,0,24,3,3
2,3,28691.0,56,5,4,13,8,0,4,35,21,1,1,5,0,1
2,4,44213.0,48,95,11,35,0,4,7,72,117,0,2,12,0,0
1,4,25707.0,18,1,6,2,3,6,3,40,19,0,1,5,0,0
4,3,59062.0,74,46,1,12,3,0,9,57,59,1,3,7,0,1
2,4,76624.0,68,411,106,147,54,115,66,62,752,0,1,23,1,2
3,5,66000.0,36,244,51,270,101,0,45,77,441,1,0,10,0,3
4,5,27683.0,90,152,9,121,12,12,45,46,230,1,1,16,0,1
2,2,1730.0,65,1,1,3,1,1,1,53,5,0,0,15,0,0
1,4,7500.0,63,10,17,18,8,26,40,32,101,0,1,11,0,0
2,5,40521.0,82,12,0,5,0,0,4,56,16,1,2,4,0,1
4,5,20427.0,63,5,0,4,0,0,1,51,6,1,1,4,0,1
2,3,65106.0,55,790,19,133,12,0,19,49,840,1,1,27,1,3
4,3,69969.0,64,882,29,514,38,29,44,59,1022,1,0,13,2,3
2,3,67433.0,51,615,28,259,12,48,30,72,733,1,2,28,1,3
4,3,77766.0,97,1004,59,265,115,59,27,57,1264,1,1,34,1,3
2,3,74716.0,92,133,27,421,13,195,71,52,439,1,1,17,0,3
2,2,68118.0,51,595,23,123,10,23,154,61,805,0,1,23,0,2
4,3,55158.0,72,293,0,87,4,11,23,54,331,1,2,18,0,1
0,3,62972.0,39,313,15,47,20,0,192,69,540,1,1,16,0,1
2,3,74190.0,49,151,81,86,168,91,64,49,555,1,1,19,0,3
2,3,39356.0,21,15,0,2,0,0,6,48,21,1,2,4,1,1
2,5,76653.0,91,736,63,946,219,189,126,55,1333,1,0,23,2,3
4,2,35860.0,37,15,0,8,4,2,20,51,41,0,2,6,1,0
4,2,90687.0,98,982,17,672,23,34,51,41,1107,0,0,17,1,2
3,5,73450.0,85,1142,51,415,90,69,37,42,1389,1,0,27,2,3
2,3,31454.0,40,28,0,11,0,0,9,64,37,1,2,8,0,1
2,4,47139.0,2,46,0,12,0,2,23,72,71,0,2,7,0,0
2,2,83829.0,78,897,161,430,186,161,27,49,1432,0,0,17,3,2
4,3,53378.0,41,489,6,152,8,6,132,61,641,1,2,29,0,1
2,5,19656.0,94,25,4,9,6,8,32,54,75,1,1,9,0,1
4,3,45579.0,10,145,1,33,2,1,1,76,150,1,1,10,0,1
0,4,85485.0,73,630,26,611,44,18,54,66,772,0,0,19,0,2
2,3,55956.0,22,760,38,104,50,9,38,80,895,1,0,16,1,3
3,4,64191.0,30,420,15,186,151,38,15,61,639,0,1,24,0,2
2,4,38808.0,21,125,17,52,3,19,30,52,194,0,1,14,1,0
3,3,57183.0,51,464,5,64,7,0,70,58,546,1,2,25,0,1
3,2,23748.0,97,6,6,29,12,15,8,56,47,0,1,9,0,0
2,3,66303.0,56,1090,12,96,16,12,60,53,1190,1,1,22,1,3
3,3,37368.0,4,3,2,11,2,2,10,49,19,1,1,4,1,1
2,3,40800.0,77,24,0,27,8,30,10,60,72,1,3,8,0,1
2,2,71847.0,95,737,21,106,55,63,210,46,1086,0,0,22,1,2
2,3,46149.0,36,254,6,71,4,0,27,49,291,1,1,18,0,1
2,5,78687.0,13,817,185,687,145,55,241,41,1443,1,0,19,1,3
0,2,49118.0,90,620,54,239,99,98,119,53,990,0,0,28,2,2
4,3,37633.0,49,13,4,20,0,0,1,67,18,1,2,6,0,1
3,5,39767.0,18,113,61,204,34,26,47,73,281,1,0,17,0,1
1,3,26997.0,89,7,23,78,133,49,144,73,356,1,0,13,0,3
2,2,33986.0,43,16,2,18,2,1,5,54,26,0,1,5,0,0
4,3,57091.0,82,462,0,24,6,0,4,52,472,1,1,18,1,1
0,3,46831.0,84,22,2,10,6,4,34,55,68,1,2,7,0,1
3,3,83151.0,80,968,147,842,137,42,210,52,1504,1,0,23,3,3
2,3,52531.0,68,283,112,151,51,72,125,53,643,1,0,21,0,3
2,3,15759.0,12,1,2,5,6,0,3,68,12,1,0,4,0,1
2,4,22804.0,75,14,1,7,2,1,1,53,19,0,1,5,0,0
0,3,43050.0,10,30,5,24,6,3,8,51,52,1,1,8,0,1
4,4,42997.0,91,4,0,5,0,1,5,47,10,0,2,4,0,0
4,4,48918.0,21,52,0,9,0,0,1,61,53,0,2,7,0,0
3,5,60033.0,28,62,1,57,19,11,48,70,141,1,1,10,0,1
4,5,34043.0,97,20,2,14,3,0,10,46,35,1,1,5,0,1
2,5,57811.0,49,545,7,114,37,21,78,58,688,1,1,25,1,3
2,3,78569.0,14,558,79,622,207,175,95,78,1114,1,0,15,1,3
2,4,7500.0,5,6,5,4,13,4,25,46,53,0,2,10,0,0
3,5,157733.0,37,39,1,9,2,0,8,53,50,1,1,2,0,1
2,5,94384.0,62,1111,24,790,160,45,172,71,1512,1,0,18,3,3
0,3,23148.0,83,4,6,8,6,3,10,39,29,1,0,6,0,1
2,2,44267.0,48,183,5,65,3,5,49,54,245,0,2,16,0,0
2,3,71626.0,94,546,72,376,94,145,72,45,929,1,0,19,1,3
2,5,60894.0,61,606,7,155,10,0,54,58,677,1,1,26,0,3
2,5,50200.0,70,266,6,51,8,6,64,48,350,1,2,19,0,1
4,3,81051.0,43,1142,29,249,38,29,14,59,1252,1,0,23,2,3
2,3,65169.0,23,1074,0,69,0,0,46,42,1120,1,0,28,4,3
2,5,59868.0,37,771,51,154,54,10,154,52,1040,1,1,32,0,3
4,3,65695.0,50,371,32,189,0,58,6,64,467,1,1,21,0,1
3,4,64857.0,78,556,14,717,210,0,43,68,823,0,0,23,0,2
3,5,45143.0,74,202,5,74,11,5,14,59,237,1,1,15,0,1
0,5,74805.0,14,209,162,209,41,162,37,69,611,1,1,26,0,3
0,3,59060.0,77,35,40,111,36,40,12,35,163,1,1,14,0,1
4,4,27238.0,39,37,0,17,0,0,3,62,40,0,2,9,0,0
2,5,47009.0,89,171,45,73,59,10,90,59,375,1,1,17,0,1
0,3,46094.0,62,12,2,20,3,2,5,51,24,1,2,5,0,1
2,3,40321.0,59,44,4,21,6,0,27,52,81,1,2,8,0,1
2,5,37235.0,68,20,2,9,4,6,20,40,52,1,1,5,0,1
3,3,81843.0,13,779,86,537,34,69,138,64,1106,1,0,27,0,3
3,5,46692.0,37,170,6,97,24,12,88,66,300,1,1,15,0,1
2,5,77382.0,36,491,48,231,112,105,134,56,890,1,1,26,1,3
2,4,37774.0,28,173,8,107,7,2,176,47,366,0,2,16,1,0
1,3,18393.0,2,7,10,13,16,0,4,50,37,1,1,8,0,1
3,3,72828.0,17,1205,0,235,19,14,205,62,1443,1,1,28,0,3
2,3,24711.0,86,10,7,25,6,3,7,42,33,1,0,7,0,1
4,3,45503.0,54,97,4,44,6,1,18,49,126,1,1,9,0,1
3,4,6560.0,2,67,11,26,4,3,262,42,347,0,0,2,0,0
4,5,71604.0,3,345,53,528,98,75,97,79,668,1,0,17,1,3
2,3,27244.0,84,6,5,17,3,24,46,45,84,1,1,8,0,1
2,3,48752.0,8,73,57,100,71,15,0,55,216,1,2,17,0,1
2,3,71434.0,4,711,36,217,172,96,168,62,1183,1,1,21,2,3
2,4,90842.0,57,774,70,118,182,187,93,76,1306,0,0,27,0,2
3,3,88097.0,24,163,0,480,0,126,75,46,364,1,1,20,3,3
2,3,51948.0,51,82,33,54,71,30,41,49,257,1,1,13,0,1
2,5,71853.0,29,358,108,413,141,97,32,42,736,1,0,17,0,3
3,3,35876.0,13,66,2,40,4,3,14,41,89,1,0,8,0,1
2,6,40049.0,23,13,6,7,0,3,3,72,25,0,1,5,0,0
2,4,39660.0,36,139,13,78,20,13,36,42,221,0,1,14,0,0
2,5,50127.0,88,274,0,21,4,6,15,62,299,1,1,13,1,1
3,3,43263.0,2,262,6,61,0,10,102,47,380,1,1,16,0,1
3,3,62845.0,3,1099,0,45,0,0,34,75,1133,1,2,28,1,3
2,3,18929.0,15,32,0,8,23,4,18,34,77,1,0,6,0,1
1,4,24367.0,58,2,4,2,0,11,5,42,22,0,1,4,0,0
2,4,33249.0,11,6,10,21,19,14,42,49,91,0,1,8,0,0
0,3,26887.0,27,6,7,4,3,4,6,65,26,1,1,5,0,1
4,3,50150.0,32,135,46,92,65,61,11,41,318,1,0,16,0,1
2,5,62061.0,12,641,7,84,0,30,38,48,716,1,1,24,1,3
4,2,85696.0,88,714,76,395,116,0,12,62,918,0,0,20,0,2
4,5,76542.0,91,794,73,573,0,29,14,68,910,1,0,23,0,3
2,4,70515.0,12,420,0,452,182,64,140,31,806,0,0,17,0,2
2,5,18227.0,21,1,2,7,4,3,11,37,21,1,1,4,0,1
2,3,69139.0,23,86,12,75,33,15,6,59,152,1,1,11,0,1
2,3,69109.0,10,823,25,459,124,29,95,42,1096,1,0,20,1,3
2,4,69627.0,35,231,161,215,171,30,53,62,646,0,1,23,0,2
2,3,38136.0,69,8,15,27,0,20,33,46,76,1,1,8,1,1
4,4,62159.0,68,182,17,259,77,70,29,78,375,0,0,19,0,2
2,4,80695.0,85,557,129,984,193,37,18,61,934,0,0,19,0,2
3,4,33316.0,34,79,1,31,4,4,12,53,100,0,2,10,0,0
2,5,58554.0,55,368,24,68,38,0,88,56,518,1,2,22,0,1
1,3,17256.0,10,6,4,14,8,8,22,32,48,1,1,7,1,1
2,2,53034.0,30,160,15,196,15,11,50,50,251,0,2,22,0,0
0,5,52203.0,36,488,21,238,56,108,28,74,701,1,0,27,0,3
0,2,59601.0,14,691,7,69,0,7,23,47,728,0,1,15,1,0
3,4,75154.0,79,543,10,205,160,143,82,66,938,0,1,16,0,2
2,4,47025.0,52,254,7,108,20,0,26,48,307,0,1,17,0,0
2,3,37971.0,97,5,4,10,2,2,7,51,20,1,1,5,0,1
3,2,41335.0,24,112,19,21,16,14,5,56,166,0,1,12,0,0
2,3,67267.0,0,134,11,59,15,2,30,66,192,1,1,11,0,1
2,4,57338.0,96,143,6,52,11,8,17,49,185,0,1,12,0,0
0,5,50523.0,89,51,4,24,4,7,1,64,67,1,2,8,0,1
3,4,35791.0,94,27,0,5,0,0,3,59,30,0,3,6,0,0
4,2,50611.0,98,459,0,24,6,0,4,64,469,0,1,22,1,0
4,3,56242.0,72,689,8,167,11,8,88,55,804,1,1,28,0,3
2,4,48904.0,1,283,10,38,0,13,27,64,333,0,1,17,0,0
2,4,56243.0,26,347,0,35,4,3,7,49,361,0,3,20,0,0
2,3,21355.0,5,5,13,14,0,5,31,39,54,1,1,7,1,1
3,5,57420.0,22,280,0,18,0,0,24,53,304,1,1,15,1,1
3,5,51381.5,39,187,5,65,26,20,14,54,252,1,1,14,0,1
3,2,46390.0,56,95,14,64,2,9,38,69,158,0,1,10,0,0
0,5,54342.0,74,84,10,34,11,10,28,68,143,1,2,12,0,1
2,5,51381.5,87,19,4,12,2,2,6,66,33,1,2,5,0,1
0,4,51381.5,49,5,1,9,2,0,4,60,12,0,2,4,0,0
2,3,20895.0,24,18,3,17,3,0,4,51,28,1,1,6,0,1
2,3,92344.0,9,992,24,694,51,19,119,76,1205,1,0,20,2,3
4,5,51381.5,17,25,1,13,0,0,3,52,29,1,1,5,0,1
0,5,26907.0,10,9,1,7,0,3,2,48,15,1,2,6,0,1
2,5,44964.0,35,19,1,17,2,0,2,44,24,1,2,5,0,1
2,5,75507.0,56,709,93,374,104,80,80,45,1066,1,0,21,0,3
3,3,53761.0,7,158,0,76,13,7,71,52,249,1,2,17,0,1
2,5,22682.0,51,10,14,29,4,2,36,51,66,1,1,10,0,1
4,5,38887.0,17,25,1,13,0,0,3,52,29,1,1,5,0,1
0,4,41658.0,30,8,4,12,15,4,29,49,60,0,2,6,0,0
4,3,29791.0,21,14,0,6,0,0,0,52,14,1,1,7,0,1
3,3,63915.0,2,622,7,115,30,0,15,68,674,1,2,23,0,1
2,2,39996.0,85,11,0,3,0,0,1,50,12,0,2,4,0,0
2,2,26759.0,65,25,3,16,8,5,2,52,43,0,1,8,0,0
3,2,63841.0,64,635,15,100,20,7,131,56,808,0,1,22,0,2
4,3,51039.0,11,100,64,79,65,0,109,55,338,1,2,14,0,1
2,3,60544.0,92,201,2,43,3,5,35,63,246,1,2,15,0,1
2,3,65685.0,54,642,14,49,0,7,57,52,720,1,1,21,0,3
2,3,37716.0,4,97,1,41,6,2,41,71,147,1,1,10,0,1
2,4,36864.0,53,204,5,39,17,0,89,67,315,0,1,14,0,0
3,3,44511.0,39,513,7,133,46,14,14,54,594,1,1,26,0,3
4,3,36947.0,49,88,3,21,4,1,29,57,125,1,2,11,0,1
3,5,47352.0,70,172,12,112,8,0,15,73,207,1,1,16,0,1
3,3,67087.0,40,329,35,222,130,35,43,71,572,1,1,22,0,3
2,3,57045.0,40,296,13,104,11,13,17,74,350,1,1,18,0,1
4,2,36957.0,43,100,2,16,2,1,31,71,136,0,2,11,0,0
4,3,69389.0,17,422,7,238,69,46,15,47,559,1,1,22,0,3
2,3,80134.0,40,1218,16,272,104,0,80,52,1418,1,1,16,3,3
3,3,43142.0,84,5,1,7,2,1,4,55,13,1,2,4,0,1
2,3,80589.0,25,507,93,520,242,40,26,80,908,1,0,21,1,3
2,4,34412.0,62,52,12,50,4,36,55,34,159,0,1,11,0,0
2,4,57537.0,83,191,56,139,51,8,100,45,406,0,1,19,0,0
1,5,22634.0,47,2,23,11,8,6,46,58,85,1,0,6,0,1
2,5,51315.0,45,68,28,39,16,30,41,76,183,1,0,10,0,1
2,3,36026.0,34,20,4,10,6,4,17,52,51,1,3,7,0,1
2,3,24639.0,3,20,3,16,0,4,1,51,28,1,2,9,0,1
4,5,34578.0,1,7,0,1,0,0,0,52,7,1,3,4,0,1
0,4,65704.0,18,279,172,74,38,8,246,52,743,0,0,23,0,2
2,4,63810.0,45,977,12,253,16,12,101,58,1118,0,1,23,1,2
4,5,54132.0,81,30,1,8,0,0,3,55,34,1,1,5,0,1
2,3,18690.0,77,6,1,7,23,4,19,65,53,1,0,5,0,1
2,3,28164.0,23,3,18,26,11,8,12,54,52,1,1,9,0,1
4,3,34596.0,48,14,0,2,0,0,7,50,21,1,1,4,0,1
4,3,43269.0,61,10,1,7,0,0,1,52,12,1,1,4,0,1
0,4,38741.0,60,7,10,17,8,6,13,66,44,0,2,7,0,0
2,4,31907.0,75,33,87,64,175,16,74,52,385,0,0,14,0,2
3,3,27100.0,64,12,0,13,2,0,10,41,24,1,1,5,0,1
0,2,31163.0,54,2,3,10,11,2,10,51,28,0,1,5,0,0
2,3,92533.0,84,693,21,118,110,147,42,39,1013,1,0,23,2,3
2,4,34853.0,75,9,3,15,2,3,2,51,19,0,2,7,0,0
2,2,70844.0,16,129,26,67,3,67,2,57,227,0,2,17,0,0
0,3,31086.0,79,16,2,11,3,0,16,45,37,1,2,6,1,1
2,3,60544.0,92,201,2,43,3,5,35,63,246,1,2,15,0,1
0,5,20491.0,16,5,4,5,4,2,10,38,25,1,0,4,0,1
2,3,42523.0,96,14,36,11,3,26,35,60,114,1,0,7,0,1
2,3,39922.0,30,29,12,59,19,1,36,41,97,1,1,9,0,1
2,5,33402.0,60,26,2,19,10,5,8,72,51,1,2,9,0,1
3,3,36408.0,11,9,1,4,3,2,3,75,18,1,2,4,0,1
2,5,21645.0,75,14,0,23,4,5,19,45,42,1,1,9,0,1
3,6,78427.0,36,972,19,595,180,26,138,76,1335,0,0,23,1,2
2,5,82657.0,71,966,168,672,246,105,126,78,1611,1,0,23,2,3
2,3,51876.0,88,99,27,102,28,48,6,66,208,1,0,13,0,1
0,3,78041.0,93,482,35,553,72,160,17,53,766,1,0,18,0,3
2,3,52852.0,93,714,8,99,11,0,47,67,780,1,1,26,1,3
4,5,70038.0,54,587,54,348,71,54,130,42,896,1,0,17,0,3
0,5,69401.0,41,399,27,159,58,8,39,51,531,1,1,17,0,1
2,5,46053.0,46,56,10,92,19,7,25,52,117,1,1,12,0,1
2,3,77343.0,28,227,151,573,98,54,31,59,561,1,0,17,0,3
2,4,73892.0,40,703,102,601,0,58,43,71,906,0,0,23,0,2
4,4,40304.0,82,37,0,17,0,0,3,57,40,0,1,6,0,0
4,5,32727.0,38,167,13,180,86,13,70,59,349,1,0,17,0,1
2,5,68695.0,3,458,81,356,106,50,40,55,735,1,0,16,0,3
2,2,43300.0,87,91,3,52,2,1,31,53,128,0,1,11,0,0
2,5,26290.0,49,15,8,16,11,5,22,52,61,1,2,10,0,1
2,4,93790.0,16,1302,68,731,89,114,45,54,1618,0,0,25,3,2
4,3,38410.0,65,153,64,123,116,64,14,50,411,1,0,18,0,3
3,6,64866.0,9,508,5,21,7,5,10,74,535,0,1,21,1,0
2,5,57957.0,24,290,59,177,77,5,29,65,460,1,1,25,0,3
4,5,46015.0,25,38,0,2,0,0,6,69,44,1,2,5,2,1
2,5,16531.0,43,2,13,6,7,5,11,46,38,1,1,9,0,1
3,3,28072.0,10,30,0,10,2,0,5,38,37,1,1,5,0,1
3,2,49476.0,29,386,23,95,54,41,196,61,700,0,1,22,0,2
2,3,50725.0,45,443,10,75,0,10,48,71,511,1,1,21,0,1
2,5,83844.0,57,901,31,345,75,31,191,72,1229,1,0,20,1,3
4,3,41145.0,20,9,0,3,0,0,1,74,10,1,2,4,0,1
2,5,67419.0,29,846,84,352,91,56,42,54,1119,1,1,25,0,3
0,3,23162.0,82,8,3,9,19,4,22,54,56,1,2,8,0,1
2,3,34380.0,68,72,7,58,13,1,24,47,117,1,1,12,0,1
2,4,34704.0,65,29,0,5,0,1,5,58,35,0,1,5,0,0
4,3,94871.0,99,169,24,553,188,0,144,55,525,1,2,18,2,3
2,3,65148.0,9,460,35,422,33,12,153,66,693,1,1,21,0,3
2,5,39898.0,20,69,8,26,12,7,12,70,108,1,1,9,0,1
3,4,64857.0,78,556,14,717,210,0,43,68,823,0,0,23,0,2
4,3,59892.0,26,73,0,13,0,1,0,54,74,1,1,7,0,1
3,4,41020.0,68,112,1,54,7,7,36,37,163,0,0,10,0,0
4,3,57072.0,79,944,0,60,0,0,30,63,974,1,1,27,1,3
2,4,60474.0,25,265,199,303,234,9,170,45,877,0,1,31,0,2
2,5,62807.0,83,526,28,135,10,21,99,64,684,1,1,23,0,3
0,5,19414.0,32,2,3,12,3,5,7,43,20,1,1,5,0,1
2,3,19107.0,49,2,4,9,10,5,16,44,37,1,1,6,0,1
0,5,75484.0,50,378,97,259,197,194,34,48,900,1,1,18,0,3
3,4,70379.0,84,553,25,142,65,67,8,48,718,0,1,25,0,2
3,5,79419.0,96,751,127,687,20,15,31,54,944,1,0,15,0,3
4,5,64014.0,56,406,0,30,0,0,8,78,414,1,3,22,1,1
2,3,76998.0,85,1449,89,161,69,35,107,69,1749,1,1,29,1,3
3,5,49854.0,63,123,17,171,39,0,30,52,209,1,1,18,0,1
4,3,60585.0,17,267,42,309,55,42,21,53,427,1,2,30,0,1
4,2,42873.0,11,209,0,40,3,2,15,74,229,0,2,15,0,0
2,5,87679.0,62,1259,172,815,97,148,33,36,1709,1,0,29,3,3
2,5,57867.0,48,344,35,178,15,23,17,46,434,1,1,25,0,1
2,3,35765.0,86,22,3,30,0,5,15,34,45,1,1,8,0,1
2,3,65492.0,73,247,161,295,210,85,47,65,750,1,0,26,0,3
2,2,32952.0,36,38,0,12,3,1,1,47,43,0,1,6,0,0
